word,part_of_speech,english_word,sense
sannolikt,adv,probably,in all likelihood
troligen,adv,probably,in all likelihood
antagligen,adv,probably,in all likelihood
förmodligen,adv,probably,in all likelihood
troligtvis,adv,probably,in all likelihood
problem,noun,problem,difficulty
produkt,noun,product,commodity for sale
vara,noun,product,commodity for sale
program,noun,program,set of structured activities
projekt,noun,project,planned endeavor
lila (blueish),noun,purple,colour
purpur,noun,purple,colour
violett,noun,purple,colour
gredelin,noun,purple,colour
sätta,verb,put,to place something somewhere
ställa,verb,put,to place something somewhere
lägga,verb,put,to place something somewhere
he,verb,put,to place something somewhere
placera,verb,put,to place something somewhere
fjärdedel,noun,quarter,one of four equal parts — see also one-fourth
kvart,noun,quarter,one of four equal parts — see also one-fourth
kvarts,noun,quarter,one of four equal parts — see also one-fourth
fråga,noun,question,"sentence, phrase or word"
spörsmål,noun,question,"sentence, phrase or word"
spörjning,noun,question,"sentence, phrase or word"
snabb,adj,quick,moving with speed
rapp,adj,quick,moving with speed
kvick,adj,quick,moving with speed
tyst,adj,quiet,with little sound
stilla,adj,quiet,with little sound
fullständigt,adv,quite,to the greatest extent; completely
helt,adv,quite,to the greatest extent; completely
komplett,adv,quite,to the greatest extent; completely
radio,noun,radio,technology
regna,verb,rain,of rain: to fall from the sky
läsa,verb,read,to look at and interpret letters or other information
läsare,noun,reader,person who reads a publication
läsarinna,noun,reader,person who reads a publication
läsning,noun,reading,process of interpreting written language
beredd,adj,ready,prepared for immediate action or use
redo,adj,ready,prepared for immediate action or use
sann,adj,real,"true, genuine, not merely nominal"
verklig,adj,real,"true, genuine, not merely nominal"
egentligen,adv,really,actually
verkligen,adv,really,actually
sannerligen,adv,really,actually
anledning,noun,reason,that which causes: a cause
skäl,noun,reason,that which causes: a cause
orsak,noun,reason,that which causes: a cause
grund,noun,reason,that which causes: a cause
röd,noun,red,colour
rött,noun,red,colour
förslappa,verb,relax,to calm down
komma ihåg,verb,remember,to recall from one's memory
minnas,verb,remember,to recall from one's memory
repetera,verb,repeat,do or say again
upprepa,verb,repeat,do or say again
rapport,noun,report,information describing events
restaurang,noun,restaurant,an eating establishment in which diners are served food
resultat,noun,result,that which results
återkomst,noun,return,act of returning
återvändo,noun,return,act of returning
retur,noun,return,act of returning
ris,noun,rice,plants
rik,adj,rich,having wealth
rida,verb,ride,"to transport oneself by sitting on and directing a horse, bicycle etc."
åka (bike),verb,ride,"to transport oneself by sitting on and directing a horse, bicycle etc."
flod,noun,river,large stream which drains a landmass
älv,noun,river,large stream which drains a landmass
å,noun,river,large stream which drains a landmass
väg,noun,road,a way for travel
rutin,noun,routine,course of action to be followed regularly; a standard procedure
regel,noun,rule,regulation
springa,verb,run,to move quickly on two feet
löpa,verb,run,to move quickly on two feet
sallad,noun,salad,food
salt,noun,salt,sodium chloride
koksalt,noun,salt,sodium chloride
bordssalt,noun,salt,sodium chloride
dubbelmacka,noun,sandwich,dish — see also open sandwich
smörgås,noun,sandwich,dish — see also open sandwich
macka,noun,sandwich,dish — see also open sandwich
sandwich,noun,sandwich,dish — see also open sandwich
stim,noun,school,a group of fish
skola,noun,school,an institution dedicated to teaching and learning
vetenskap,noun,science,collective discipline of learning acquired through the scientific method
vetenskapsman,noun,scientist,one whose activities make use of the scientific method
forskare,noun,scientist,one whose activities make use of the scientific method
vetenskapskvinna,noun,scientist,one whose activities make use of the scientific method
sekund,noun,second,one-sixtieth of a minute; SI unit of time
sekundant,noun,second,attendant of a duel or boxing match standing in for a contestant
sekond,noun,second,attendant of a duel or boxing match standing in for a contestant
tvåa,noun,second,number two in a series
se,verb,see,perceive with the eyes
sälja,verb,sell,to agree to transfer goods or provide services for payment
skicka,verb,send,make something go somewhere
sända,verb,send,make something go somewhere
dom,noun,sentence,"(dated) decision or judgement of a court — see also judgment, verdict"
dela,verb,share,to give
fördela,verb,share,to give
utdela,verb,share,to give
får,noun,sheep,animal
skjorta,noun,shirt,article of clothing
sko,noun,shoe,protective covering for the foot
handla,verb,shop,to visit shops
shoppa,verb,shop,to visit shops
shopping,noun,shopping,activity of buying
inköp,noun,shopping,activity of buying
kort,adj,short,having a small distance between ends or edges
skola,verb,should,expressing obligation
show,noun,show,entertainment
skur,noun,shower,brief fall of rain
sjuka,adj,sick,"ill, used as a substantive: sick people, collectively"
liknande,adj,similar,"having traits or characteristics in common; alike, comparable"
sjunga,verb,sing,to produce harmonious sounds with one’s voice
sångare,noun,singer,person who sings (male or generic term)
syster,noun,sister,woman or girl having the same parents
sitta,verb,sit,"of a person, be in a position in which the upper body is upright and the legs are supported"
läge,noun,situation,combination of circumstances at a given moment; state of affairs
ställning,noun,situation,combination of circumstances at a given moment; state of affairs
situation,noun,situation,combination of circumstances at a given moment; state of affairs
färdighet,noun,skill,capacity to do something well
skicklighet,noun,skill,capacity to do something well
kjol,noun,skirt,article of clothing
sova,verb,sleep,to rest in state of reduced consciousness
långsam,adj,slow,not quick in motion
seg,adj,slow,not quick in motion
liten,adj,small,not large
orm,noun,snake,legless reptile
snöa,verb,snow,have snow fall from the atmosphere
så,adv,so,very
ibland,adv,sometimes,"on certain occasions, but not always"
stundom,adv,sometimes,"on certain occasions, but not always"
då och då,adv,sometimes,"on certain occasions, but not always"
emellanåt,adv,sometimes,"on certain occasions, but not always"
av och till,adv,sometimes,"on certain occasions, but not always"
till och från,adv,sometimes,"on certain occasions, but not always"
son,noun,son,a male person in relation to his parents
låt,noun,song,music with words
sång,noun,song,music with words
visa,noun,song,music with words
snart,adv,soon,within a short time
ljuda,verb,sound,to produce a sound
låta,verb,sound,to produce a sound
soppa,noun,soup,dish
tala,verb,speak,to communicate with one's voice using words
prata,verb,speak,to communicate with one's voice using words
snacka,verb,speak,to communicate with one's voice using words
speciell,adj,special,distinguished by a unique or unusual quality
särskild,adj,special,distinguished by a unique or unusual quality
stava,verb,spell,to write or say the letters that form a word
spendera,verb,spend,to pay out
sport,noun,sport,any athletic activity that uses physical skills
idrott,noun,sport,any athletic activity that uses physical skills
vår,noun,spring,season between winter and summer in temperate climates
stå,verb,stand,to support oneself on the feet in an erect position
stjärna,noun,star,"a celestial body appearing as a point of light on the clear night sky, whose position is relatively fixed with respect to each other"
börja,verb,start,to begin
station,noun,station,place where a vehicle may stop
stanna,verb,stay,to remain in a particular place
vistas,verb,stay,to remain in a particular place
hållplats,noun,stop,place to get on and off mass transport
lager,noun,store,place where items may be kept
historia,noun,story,account of events
berättelse,noun,story,account of events
gata,noun,street,paved part of road in a village or a town
kraftfull,adj,strong,capable of producing great physical force
stark,adj,strong,capable of producing great physical force
student,noun,student,person who studies a subject
studentska,noun,student,person who studies a subject
elev,noun,student,person who studies a subject
studera,verb,study,to revise/review materials
lära,verb,study,to revise/review materials
läsa,verb,study,to revise/review materials
stift,noun,style,stalk that connects the stigma(s) to the ovary in a pistil of a flower
subjekt,noun,subject,in grammar
framgång,noun,success,achievement of one's aim or goal
succé,noun,success,achievement of one's aim or goal
socker,noun,sugar,sucrose from sugar cane or sugar beet used to sweeten food and drink
sommar,noun,summer,hottest season
sol,noun,sun,"a star, especially when seen as the centre of any single solar system"
stormarknad,noun,supermarket,store
säker,adj,sure,"certain, reliable"
sweater,noun,sweater,knitted jacket worn by athletes before or after exercise
simma,verb,swim,move through water
simning,noun,swimming,human activity of moving oneself through water
bord,noun,table,item of furniture
fatta,verb,take,to get into one's hands or control
gripa,verb,take,to get into one's hands or control
ta,verb,take,to get into one's hands or control
ta,verb,take,to get into one's hands or control
tag i,verb,take,to get into one's hands or control
hålla sig i,verb,take,to get into one's hands or control
prata,verb,talk,to communicate by speech
tala,verb,talk,to communicate by speech
snacka,verb,talk,to communicate by speech
babbla,verb,talk,to communicate by speech
orera,verb,talk,to communicate by speech
lång,adj,tall,of a person
hög,adj,tall,of a person
taxi,noun,taxi,vehicle available for public hire
lära,verb,teach,to pass on knowledge
lära ut,verb,teach,to pass on knowledge
lärare,noun,teacher,person who teaches
tonåring,noun,teenager,person aged between thirteen and nineteen
ringa,verb,telephone,to call someone
telefonera,verb,telephone,to call someone
fjernsyn,noun,television,medium
TV,noun,television,medium
televisjon,noun,television,medium
television,noun,television,medium
säga,verb,tell,to pass information
berätta,verb,tell,to pass information
tala om,verb,tell,to pass information
tennis,noun,tennis,sport played by two or four players with strung racquets
fruktansvärd,adj,terrible,dreadful; causing alarm or fear
hemsk,adj,terrible,dreadful; causing alarm or fear
text,noun,text,a written passage
tacka,verb,thank,to express appreciation or gratitude toward (someone or something)
tack,noun,thanks,expression of gratitude
teater,noun,theater,place or building
då,adv,then,at that time
där,adv,there,in or at that place
sak,noun,thing,"that which is considered to exist as a separate entity, object, quality or concept"
ting,noun,thing,"that which is considered to exist as a separate entity, object, quality or concept"
grej,noun,thing,"that which is considered to exist as a separate entity, object, quality or concept"
tänka över,verb,think,"to ponder, to go over in one's head"
tänka,verb,think,"to ponder, to go over in one's head"
törstig,adj,thirsty,needing to drink
törstande,adj,thirsty,needing to drink
biljett,noun,ticket,admission to entertainment
tid,noun,time,inevitable passing of events
trött,adj,tired,in need of rest or sleep
idag,noun,today,today (noun)
tillsammans,adv,together,"at the same time, in the same place"
ihop,adv,together,"at the same time, in the same place"
toalett,noun,toilet,personal grooming
tomat,noun,tomato,tomato plant
morgondag,noun,tomorrow,the day after the present day
också,adv,too,likewise
även,adv,too,likewise
med,adv,too,likewise
ock,adv,too,likewise
tand,noun,tooth,anatomy: tooth
samtalsämne,noun,topic,subject; theme
ämne,noun,topic,subject; theme
tema,noun,topic,subject; theme
turist,noun,tourist,someone who travels for pleasure
stad,noun,town,settlement
tätort,noun,town,settlement
by,noun,town,settlement
småstad,noun,town,settlement
trafik,noun,traffic,pedestrians or vehicles on roads or on the air
samfärdsel,noun,traffic,pedestrians or vehicles on roads or on the air
släp,noun,train,the elongated back portion of a dress or skirt which drags along the ground
resa,noun,travel,act of traveling
träd,noun,tree,large woody plant
resa,noun,trip,journey
tripp,noun,trip,journey
tur,noun,trip,journey
flaggstångsknopp,noun,truck,top of a flagpole
knopp,noun,truck,top of a flagpole
sann,adj,true,concurring with a given set of facts
försöka,verb,try,to attempt
pröva,verb,try,to attempt
prova,verb,try,to attempt
två gånger,adv,twice,two times
typ,noun,type,grouping based on shared characteristics
paraply,noun,umbrella,cloth-covered frame used for protection against rain or sun
parasoll,noun,umbrella,cloth-covered frame used for protection against rain or sun
onkel,noun,uncle,brother (or brother-in-law) of someone’s parent
farbror,noun,uncle,brother (or brother-in-law) of someone’s parent
fars svåger,noun,uncle,brother (or brother-in-law) of someone’s parent
ingift farbror,noun,uncle,brother (or brother-in-law) of someone’s parent
morbror,noun,uncle,brother (or brother-in-law) of someone’s parent
mors svåger,noun,uncle,brother (or brother-in-law) of someone’s parent
ingift morbror,noun,uncle,brother (or brother-in-law) of someone’s parent
förstå,verb,understand,to grasp the meaning of
universitet,noun,university,institution of higher education
högskola,noun,university,institution of higher education
upp,adv,up,away from earth’s surface
uppåt,adv,up,away from earth’s surface
använda,verb,use,"employ, apply"
bruka,verb,use,"employ, apply"
nyttja,verb,use,"employ, apply"
nyttig,adj,useful,having a practical or beneficial use
användbar,adj,useful,having a practical or beneficial use
tjänlig,adj,useful,having a practical or beneficial use
vanligtvis,adv,usually,most of the time
grönsak,noun,vegetable,a plant raised for some edible part of it
mycket,adv,very,to a high degree
väldigt,adv,very,to a high degree
jätte-,adv,very,to a high degree
video,noun,video,"television show, movie"
besök,noun,visit,single act of visiting
visit,noun,visit,single act of visiting
gäst,noun,visitor,guest
besökare,noun,visitor,guest
vänta,verb,wait,delay until some event
bida,verb,wait,delay until some event
kypare,noun,waiter,a server in a restaurant or similar
servitör,noun,waiter,a server in a restaurant or similar
servitris,noun,waiter,a server in a restaurant or similar
vakna,verb,wake,to stop sleeping
promenad,noun,walk,trip made by walking
vandring,noun,walk,trip made by walking
vall,noun,wall,defensive rampart
vilja,verb,want,to desire
varm,adj,warm,having a temperature slightly higher than usual
tvätta,verb,wash,to clean with water
tvaga,verb,wash,to clean with water
två,verb,wash,to clean with water
vaska,verb,wash,to clean with water
klocka,noun,watch,portable or wearable timepiece
ur,noun,watch,portable or wearable timepiece
vatten,noun,water,inorganic compound H₂O
vätur,noun,water,inorganic compound H₂O
väg,noun,way,"road, direction, path"
bära,verb,wear,to have on (clothes or accessories)
ha på sig,verb,wear,to have on (clothes or accessories)
väder,noun,weather,state of the atmosphere
webbplats,noun,website,a collection of pages on the World Wide Web
sajt,noun,website,a collection of pages on the World Wide Web
webbsajt,noun,website,a collection of pages on the World Wide Web
hemsida,noun,website,a collection of pages on the World Wide Web
vecka,noun,week,period of seven days
helg,noun,weekend,break in the working week
veckoslut,noun,weekend,break in the working week
weekend,noun,weekend,break in the working week
välkommen,adj,welcome,whose arrival is a cause of joy
frisk,adj,well,in good health
när,adv,when,"at what time, as a direct question"
var,adv,where,at what place; to what place; from what place
vitt,noun,white,color
varför,adv,why,for what reason
hustru,noun,wife,female partner in a marriage
maka,noun,wife,female partner in a marriage
fru,noun,wife,female partner in a marriage
testamentera,verb,will,to bequeath
vilja,verb,will,to wish or desire
vinna,verb,win,transitive: achieve victory in
segra,verb,win,transitive: achieve victory in
fönster,noun,window,opening for light and air
ruta,noun,window,opening for light and air
vindöga,noun,window,opening for light and air
glugg,noun,window,opening for light and air
vin,noun,wine,alcoholic beverage made from grapes
vinter,noun,winter,"fourth season, marked by short days and the lowest temperatures"
kvinna,noun,woman,adult female person
underbar,adj,wonderful,"excellent, extremely impressive"
ord,noun,word,unit of language
arbete,noun,work,"labour, employment, occupation, job"
jobb,noun,work,"labour, employment, occupation, job"
arbetare,noun,worker,person who performs labor
värld,noun,world,human collective existence
skulle,verb,would,indicating an action or state that is conditional on another
skriva,verb,write,"to form letters, etc."
skribent,noun,writer,person who writes; an author
författare,noun,writer,person who writes; an author
skriftställare,noun,writer,person who writes; an author
skrivkonst,noun,writing,written letters or symbols
skrift,noun,writing,written letters or symbols
fel,adj,wrong,incorrect
felaktig,adj,wrong,incorrect
inkorrekt,adj,wrong,incorrect
gård,noun,yard,land around a house
trädgård,noun,yard,land around a house
tomt,noun,yard,land around a house
rå,noun,yard,nautical: tapered timber from which square sails hang
år,noun,year,time it takes for the Earth to complete one revolution around the Sun
gul,noun,yellow,color
gårdag,noun,yesterday,day before today
i går,noun,yesterday,day before today
ung,adj,young,in the early part of life or growth
