word,part_of_speech,english_word,sense
fiútestvér,noun,brother,male sibling
bátya,noun,brother,male sibling
öcs,noun,brother,male sibling
barna,noun,brown,colour
épít,verb,build,(transitive) to form by combining materials or parts
építés,noun,building,act or process of building
építkezés,noun,building,act or process of building
felépítés,noun,building,act or process of building
autóbusz,noun,bus,vehicle
busz,noun,bus,vehicle
forgalmas,adj,busy,crowded with business or activities
“peak”) csúcs-,adj,busy,crowded with business or activities
vaj,noun,butter,soft foodstuff made from milk
vásárol,verb,buy,to obtain something with money
vesz,verb,buy,to obtain something with money
torta,noun,cake,type of sweet dessert
sütemény,noun,cake,type of sweet dessert
tészta,noun,cake,type of sweet dessert
kiáltás,noun,call,cry or shout
kamera,noun,camera,still camera
fényképezőgép,noun,camera,still camera
tud,verb,can,to be able to; to know how to
autó,noun,car,"automobile, a vehicle steered by a driver"
automobil,noun,car,"automobile, a vehicle steered by a driver"
kocsi,noun,car,"automobile, a vehicle steered by a driver"
karrier,noun,career,one's calling in life; a person's occupation
sárgarépa,noun,carrot,Daucus carota ssp. sativus
répa,noun,carrot,Daucus carota ssp. sativus
visz,verb,carry,to transport by lifting
hord,verb,carry,to transport by lifting
macska,noun,cat,domestic species
kandúr,noun,cat,domestic species
cica,noun,cat,domestic species
penny,noun,cent,subunit of currency in US and elsewhere
cent,noun,cent,subunit of currency in US and elsewhere
középpont,noun,center,point equidistant from all points on the perimeter of a circle
központ,noun,center,point equidistant from all points on the perimeter of a circle
szék,noun,chair,furniture
változás,noun,change,the process of becoming different
megváltozás,noun,change,the process of becoming different
(tengerészeti) térkép,noun,chart,navigator's map
olcsó,adj,cheap,low and/or reduced in price
ellenőriz,verb,check,"to inspect, examine"
megnéz,verb,check,"to inspect, examine"
megvizsgál,verb,check,"to inspect, examine"
meggyőződik (róla),verb,check,"to inspect, examine"
csekkol,verb,check,"to inspect, examine"
lecsekkol,verb,check,"to inspect, examine"
sajt,noun,cheese,dairy product
csirke,noun,chicken,bird
gyerek,noun,child,son or daughter; someone's child
gyermek,noun,child,son or daughter; someone's child
kölyök,noun,child,son or daughter; someone's child
csokoládé,noun,chocolate,food made from ground roasted cocoa beans
kiválaszt,verb,choose,to pick
város,noun,city,large settlement
osztály,noun,class,"group, collection, category or set sharing characteristics or attributes"
kategória,noun,class,"group, collection, category or set sharing characteristics or attributes"
osztályterem,noun,classroom,room in a school
tanterem,noun,classroom,room in a school
terem,noun,classroom,room in a school
tisztít,verb,clean,(transitive) to remove dirt from a place or object
takarít,verb,clean,(transitive) to remove dirt from a place or object
felmegy,verb,climb,"to ascend, to go up"
felmászik,verb,climb,"to ascend, to go up"
óra,noun,clock,instrument to measure or keep track of time
becsuk,verb,close,obstruct (an opening)
ruha,noun,clothes,apparel
ruhák,noun,clothes,apparel
klub,noun,club,association of members
szakkör,noun,club,association of members
kabát,noun,coat,outer garment covering the upper torso and arms
kávé,noun,coffee,beverage
hideg,noun,cold,low temperature
testület,noun,college,group of colleagues
kollégium,noun,college,group of colleagues
szín,noun,color,spectral composition of visible light
jön,verb,come,to move nearer
közös,adj,common,mutual
egyező,adj,common,mutual
megegyező,adj,common,mutual
azonos,adj,common,mutual
vállalat,noun,company,"in legal context, a corporation"
cég,noun,company,"in legal context, a corporation"
összehasonlít,verb,compare,to assess the similarities between two things or between one thing and another
összevet,verb,compare,to assess the similarities between two things or between one thing and another
elvégez,verb,complete,to finish
befejez,verb,complete,to finish
teljesít,verb,complete,to finish
elkészít,verb,complete,to finish
számítógép,noun,computer,programmable electronic device
komputer,noun,computer,programmable electronic device
összhang,noun,concert,agreement in a design or plan
egyetértés,noun,concert,agreement in a design or plan
beszélgetés,noun,conversation,expression and exchange of individual ideas through talking with other people
társalgás,noun,conversation,expression and exchange of individual ideas through talking with other people
főz,verb,cook,to prepare food for eating
süt-főz,verb,cook,to prepare food for eating
főzés,noun,cooking,the process of preparing food by using heat
sütés-főzés,noun,cooking,the process of preparing food by using heat
hűvös,adj,cool,having a slightly low temperature
kijavít,verb,correct,to make something become right that was previously wrong
helyesbít,verb,correct,to make something become right that was previously wrong
korrigál,verb,correct,to make something become right that was previously wrong
kerül,verb,cost,"to incur a charge, a price"
ország,noun,country,region of land
tehén,noun,cow,female domesticated ox or other bovine
tejszín,noun,cream,oily part of milk
teremt,verb,create,to put into existence
alkot,verb,create,to put into existence
létrehoz,verb,create,to put into existence
kultúra,noun,culture,"arts, customs and habits"
csésze,noun,cup,drinking vessel
findzsa,noun,cup,drinking vessel
vág,verb,cut,to perform an incision
megvág,verb,cut,to perform an incision
bevág,verb,cut,to perform an incision
apa,noun,dad,informal: a father
apu,noun,dad,informal: a father
táncol,verb,dance,move rhythmically to music
táncos,noun,dancer,person who dances
tánc,noun,dancing,activity of dancing
veszélyes,adj,dangerous,full of danger
sötét,adj,dark,having an absolute or relative lack of light
dátum,noun,date,"that which specifies the time of writing, inscription etc."
keltezés,noun,date,"that which specifies the time of writing, inscription etc."
datolya,noun,date,fruit of the date palm
lány,noun,daughter,female offspring
nappal,noun,day,period between sunrise and sunset
nap,noun,day,period between sunrise and sunset
drága,adj,dear,loved; lovable
kedves,adj,dear,loved; lovable
dönt,verb,decide,to resolve or settle
eldönt,verb,decide,to resolve or settle
elhatároz,verb,decide,to resolve or settle
finom,adj,delicious,pleasing to taste
ízletes,adj,delicious,pleasing to taste
leír,verb,describe,to represent in words
leírás,noun,description,account in words
tervez,verb,design,to plan an artwork etc.
megtervez,verb,design,to plan an artwork etc.
kialakít,verb,design,to plan an artwork etc.
íróasztal,noun,desk,table for writing and reading
dolgozóasztal,noun,desk,table for writing and reading
pad,noun,desk,table for writing and reading
iskolapad,noun,desk,table for writing and reading
részlet,noun,detail,part small enough to escape casual notice
párbeszéd,noun,dialogue,conversation or other discourse between individuals
beszélgetés,noun,dialogue,conversation or other discourse between individuals
társalgás,noun,dialogue,conversation or other discourse between individuals
szótár,noun,dictionary,publication that explains the meanings of an ordered list of words
meghal,verb,die,to stop living
hal,verb,die,to stop living
elhuny,verb,die,to stop living
országgyűlés,noun,diet,council of leaders
parlament,noun,diet,council of leaders
diéta,noun,diet,council of leaders
táplálék,noun,diet,food a person or animal consumes
étrend,noun,diet,food a person or animal consumes
különbség,noun,difference,quality of being different
eltérő,adj,different,not the same
különböző,adj,different,not the same
más,adj,different,not the same
nehéz,adj,difficult,"hard, not easy"
vacsora,noun,dinner,evening meal
piszkos,adj,dirty,covered with or containing dirt
koszos,adj,dirty,covered with or containing dirt
megbeszél,verb,discuss,to converse or debate concerning a particular topic
megvitat,verb,discuss,to converse or debate concerning a particular topic
megtárgyal,verb,discuss,to converse or debate concerning a particular topic
edény,noun,dish,vessel for holding/serving food
tányér,noun,dish,vessel for holding/serving food
doktor,noun,doctor,person who has attained a doctorate
kutya,noun,dog,animal
eb,noun,dog,animal
dollár,noun,dollar,designation for specific currency
ajtó,noun,door,"portal of entry into a building, room or vehicle"
kapu,noun,door,"portal of entry into a building, room or vehicle"
bejárat,noun,door,"portal of entry into a building, room or vehicle"
ajtónyílás,noun,door,"portal of entry into a building, room or vehicle"
le,adv,down,"from a high to a low position, downwards"
lent,adv,downstairs,downstairs (adverb)
lenn,adv,downstairs,downstairs (adverb)
a földszinten,adv,downstairs,downstairs (adverb)
rajzol,verb,draw,to produce a picture
öltöztet,verb,dress,"to put clothes on (oneself or someone, etc.) — see also clothe"
felruház,verb,dress,"to put clothes on (oneself or someone, etc.) — see also clothe"
iszik,verb,drink,consume liquid through the mouth
vezet,verb,drive,to operate (a wheeled motorized vehicle)
hajt,verb,drive,to operate (a wheeled motorized vehicle)
hajtó,noun,driver,"one who drives something, e.g. cattle"
fogathajtó,noun,driver,"one who drives something, e.g. cattle"
egyenként,adv,each,apiece
darabonként,adv,each,apiece
kalász,noun,ear,fruiting body of a grain plant
gabonakalász,noun,ear,fruiting body of a grain plant
cső,noun,ear,fruiting body of a grain plant
kukoricacső,noun,ear,fruiting body of a grain plant
fül,noun,ear,organ of hearing
korán,adv,early,at a time before expected
kelet felé,adv,east,towards the east
könnyű,adj,easy,requiring little skill or effort
eszik,verb,eat,"to ingest — see also consume, ingest"
tojás,noun,egg,"approximately spherical or ellipsoidal body produced by birds, insects, reptiles, and other animals, housing the embryo within a membrane or shell during its development"
elefánt,noun,elephant,mammal
máshogy,adv,else,word that implies any result with the exception of the one being referred to
máshogyan,adv,else,word that implies any result with the exception of the one being referred to
másként,adv,else,word that implies any result with the exception of the one being referred to
másképp,adv,else,word that implies any result with the exception of the one being referred to
máskor,adv,else,word that implies any result with the exception of the one being referred to
e-mailt ír/küld,verb,email,(transitive) to send an email or emails to
befejeződik,verb,end,"intransitive: be finished, be terminated"
élvez,verb,enjoy,to receive pleasure or satisfaction from something
szeret,verb,enjoy,to receive pleasure or satisfaction from something
elég,adv,enough,sufficiently
eléggé,adv,enough,sufficiently
kellően,adv,enough,sufficiently
eleget,adv,enough,sufficiently
euró,noun,euro,currency unit of the European Monetary Union
pontosan,adv,even,"exactly, fully"
teljesen,adv,even,"exactly, fully"
este,noun,evening,time of day between dusk and night
esemény,noun,event,occurrence
történés,noun,event,occurrence
mindig,adv,ever,always
folyton,adv,ever,always
példa,noun,example,something representative of a group
példány,noun,example,something representative of a group
izgatott,adj,excited,having great enthusiasm and energy
izgalmas,adj,exciting,causing excitement
gyakorol,verb,exercise,exert for the sake of training
drága,adj,expensive,having a high price or cost
magyaráz,verb,explain,to make intelligible
megmagyaráz,verb,explain,to make intelligible
elmagyaráz,verb,explain,to make intelligible
kifejt,verb,explain,to make intelligible
többlet,adj,extra,"beyond what is due, usual"
szem,noun,eye,organ
arc,noun,face,anatomy: front part of head
tény,noun,fact,an honest observation
zuhanás,noun,fall,act of moving in gas or vacuum under the effect of gravity from a point to a lower point
esés,noun,fall,act of moving in gas or vacuum under the effect of gravity from a point to a lower point
hamis,adj,false,"untrue, not factual, wrong"
híres,adj,famous,well known
fantasztikus,adj,fantastic,"wonderful, marvelous, excellent, extraordinarily good"
messze,adv,far,at a great distance
távol,adv,far,at a great distance
gazdaság,noun,farm,place where agricultural activities take place
farm,noun,farm,place where agricultural activities take place
birtok,noun,farm,place where agricultural activities take place
földbirtok,noun,farm,place where agricultural activities take place
tanya,noun,farm,place where agricultural activities take place
parasztgazdaság,noun,farm,place where agricultural activities take place
tanyagazdaság,noun,farm,place where agricultural activities take place
tenyészet,noun,farm,place where agricultural activities take place
kertészet,noun,farm,place where agricultural activities take place
gazda,noun,farmer,person who works the land and/or who keeps livestock
(agriculturalist) mezőgazdász,noun,farmer,person who works the land and/or who keeps livestock
(smallholder) gazdálkodó,noun,farmer,person who works the land and/or who keeps livestock
földműves,noun,farmer,person who works the land and/or who keeps livestock
földművelő,noun,farmer,person who works the land and/or who keeps livestock
termelő,noun,farmer,person who works the land and/or who keeps livestock
paraszt,noun,farmer,person who works the land and/or who keeps livestock
állattenyésztő,noun,farmer,person who works the land and/or who keeps livestock
növénytermesztő,noun,farmer,person who works the land and/or who keeps livestock
szilárdan,adv,fast,in a firm or secure manner
kövér,adj,fat,carrying a larger than normal amount of fat on one's body
apa,noun,father,male parent
érez,verb,feel,transitive: to sense by touch
tapint,verb,feel,transitive: to sense by touch
érzés,noun,feeling,sensation
érzékelés,noun,feeling,sensation
fesztivál,noun,festival,event or community gathering
ünnepség,noun,festival,event or community gathering
megtölt,verb,fill,"add contents to, so it is full"
végső,adj,final,last; ultimate
utolsó,adj,final,last; ultimate
talál,verb,find,"encounter, locate, discover"
remek,adj,fine,of superior quality
befejez,verb,finish,to complete
végez,verb,finish,to complete
elkészít,verb,finish,to complete
tűz,noun,fire,oxidation reaction
először,adv,first,before anything else
előbb,adv,first,before anything else
előtte,adv,first,before anything else
hal,noun,fish,vertebrate animal
menekülés,noun,flight,act of fleeing
repülés,noun,flight,act of flying
padló,noun,floor,bottom part of a room
virág,noun,flower,reproductive structure in angiosperms
repül,verb,fly,to travel through air
száll,verb,fly,to travel through air
követ,verb,follow,to go or come after in physical space
kísér,verb,follow,to go or come after in physical space
étel,noun,food,any substance consumed by living organisms to sustain life
ennivaló,noun,food,any substance consumed by living organisms to sustain life
élelem,noun,food,any substance consumed by living organisms to sustain life
étek,noun,food,any substance consumed by living organisms to sustain life
táplálék,noun,food,any substance consumed by living organisms to sustain life
láb,noun,foot,part of human body
lábfej,noun,foot,part of human body
labdarúgás,noun,football,association football
foci,noun,football,association football
futball,noun,football,association football
felejt,verb,forget,to lose remembrance of
elfelejt,verb,forget,to lose remembrance of
kialakít,verb,form,to give shape
formál,verb,form,to give shape
megformál,verb,form,to give shape
szabad,adj,free,not imprisoned
barát,noun,friend,person whose company one enjoys
pajtás,noun,friend,person whose company one enjoys
haver,noun,friend,person whose company one enjoys
cimbora,noun,friend,person whose company one enjoys
barátságos,adj,friendly,"approachable, warm"
elöl lévő,adj,front,located at or near the front
elülső,adj,front,located at or near the front
első,adj,front,located at or near the front
gyümölcs,noun,fruit,part of plant
tele,adj,full,containing the maximum possible amount
móka,noun,fun,enjoyment or amusement
tréfa,noun,fun,enjoyment or amusement
szórakozás,noun,fun,enjoyment or amusement
mulatság,noun,fun,enjoyment or amusement
muri,noun,fun,enjoyment or amusement
poén,noun,fun,enjoyment or amusement
vicces,adj,funny,amusing; comical
jövő,noun,future,the time ahead
játék,noun,game,"playful activity that may be unstructured, amusement, pastime"
kert,noun,garden,piece of land outside with flowers and plants
virágoskert,noun,garden,piece of land outside with flowers and plants
természetföldrajz,noun,geography,study of physical structure and inhabitants of the Earth
földrajz,noun,geography,study of physical structure and inhabitants of the Earth
szerez,verb,get,to obtain
lány,noun,girl,young female person
barátnő,noun,girlfriend,a female partner in a romantic relationship
csaj,noun,girlfriend,a female partner in a romantic relationship
ad,verb,give,transfer the possession of something to someone else
üveg,noun,glass,substance
megy,verb,go,to move through space (especially from one place to another)
jár,verb,go,to move through space (especially from one place to another)
halad,verb,go,to move through space (especially from one place to another)
utazik,verb,go,to move through space (especially from one place to another)
jó,adj,good,acting in the interest of good; ethical good intentions
istenhozzád,noun,goodbye,an utterance of goodbye
búcsúszó,noun,goodbye,an utterance of goodbye
búcsú,noun,goodbye,an utterance of goodbye
búcsúzás,noun,goodbye,an utterance of goodbye
elbúcsúzás,noun,goodbye,an utterance of goodbye
nagyapa,noun,grandfather,grandfather (from either side)
nagyanya,noun,grandmother,mother of someone's parent
nagymama,noun,grandmother,mother of someone's parent
nagyszülő,noun,grandparent,parent of one's parent
szürke,noun,gray,colour
gray,noun,gray,SI unit of absorbed radiation
nagy,adj,great,"very big, large scale"
zöld,noun,green,colour
csoport,noun,group,number of things or persons being in some relation to each other
nő,verb,grow,(intransitive) to become bigger
gitár,noun,guitar,musical instrument
edzőterem,noun,gym,sporting facility specialized for lifting weights and exercise
hajszál,noun,hair,pigmented filament of keratin on the skin of humans and other mammals
szőrszál,noun,hair,pigmented filament of keratin on the skin of humans and other mammals
fél,noun,half,one of two equal parts into which anything may be divided
kéz,noun,hand,part of the fore limb
történik,verb,happen,to occur
megtörténik,verb,happen,to occur
megesik,verb,happen,to occur
boldog,adj,happy,"contented, joyous"
kalap,noun,hat,a head covering
sapka,noun,hat,a head covering
fejfedő,noun,hat,a head covering
gyűlöl,verb,hate,to dislike intensely
utál,verb,hate,to dislike intensely
bír,verb,have,to possess
birtokol,verb,have,to possess
fej,noun,head,part of the body
egészség,noun,health,"state of being free of physical or psychological disease, illness, or malfunction"
egészséges,adj,healthy,enjoying good health
hall,verb,hear,to perceive with the ear
segítség,noun,help,action given to provide assistance
itt,adv,here,"in, on, or at this place"
magas,adj,high,elevated; tall
történelem,noun,history,aggregate of past events
múlt,noun,history,aggregate of past events
hobbi,noun,hobby,activity done for enjoyment in spare time
kedvtelés,noun,hobby,activity done for enjoyment in spare time
kedvenc időtöltés,noun,hobby,activity done for enjoyment in spare time
kabasólyom,noun,hobby,Falco subbuteo
otthon,adv,home,at home
itthon,adv,home,at home
házi feladat,noun,homework,work that is done at home
remél,verb,hope,"to want something to happen, with expectation that it might"
reménykedik,verb,hope,"to want something to happen, with expectation that it might"
ló,noun,horse,members of the species Equus ferus
mén,noun,horse,members of the species Equus ferus
kanca,noun,horse,members of the species Equus ferus
kórház,noun,hospital,large medical facility
meleg,adj,hot,having a high temperature
szálloda,noun,hotel,establishment providing accommodation
hotel,noun,hotel,establishment providing accommodation
óra,noun,hour,time period of sixty minutes
ház,noun,house,human abode
lakóhely,noun,house,human abode
lakhely,noun,house,human abode
hajlék,noun,house,human abode
lak,noun,house,human abode
milyen,adv,how,to what degree
mennyire,adv,how,to what degree
mégis,adv,however,nevertheless
viszont,adv,however,nevertheless
azonban,adv,however,nevertheless
mindazonáltal,adv,however,nevertheless
éhes,adj,hungry,affected by hunger; desirous of food
férj,noun,husband,male partner in marriage
jég,noun,ice,water in frozen form
fagylalt,noun,ice cream,dessert
idea,noun,idea,"philosophy: abstract archetype of a given thing, compared to which real-life examples are seen as imperfect"
eszme,noun,idea,"philosophy: abstract archetype of a given thing, compared to which real-life examples are seen as imperfect"
képzel,verb,imagine,(transitive) to form a mental image of something
elképzel,verb,imagine,(transitive) to form a mental image of something
fontos,adj,important,having relevant and crucial value
javít,verb,improve,to make something better
tökéletesít,verb,improve,to make something better
be,adv,in,moving to the interior
belevesz,verb,include,to bring into as a part or member
belefoglal,verb,include,to bring into as a part or member
információ,noun,information,communicable knowledge
értesülés,noun,information,communicable knowledge
tájékoztatás,noun,information,communicable knowledge
tudnivaló,noun,information,communicable knowledge
felvilágosítás,noun,information,communicable knowledge
hír,noun,information,communicable knowledge
érdekel,verb,interest,to attract attention or concern
érdekel,adj,interested,having or showing interest
érdekli,adj,interested,having or showing interest
érdeklődő,adj,interested,having or showing interest
érdekes,adj,interesting,arousing or holding the attention
bemutat,verb,introduce,to cause someone to be acquainted
sziget,noun,island,area of land completely surrounded by water
dzseki,noun,jacket,piece of clothing worn on the upper body outside a shirt or blouse
farmer,noun,jeans,denim trousers
farmernadrág,noun,jeans,denim trousers
feladat,noun,job,task
munka,noun,job,task
összekapcsol,verb,join,to combine more than one item into one; to put together
összeköt,verb,join,to combine more than one item into one; to put together
lé,noun,juice,liquid from a plant
nedv,noun,juice,liquid from a plant
csak,adv,just,"only, simply, merely"
tart,verb,keep,to maintain possession of
kulcs-,adj,key,indispensable
kulcsfontosságú,adj,key,indispensable
fajta,noun,kind,"type, race, category"
típus,noun,kind,"type, race, category"
konyha,noun,kitchen,room
tud,verb,know,be justifiably certain or sure about (something true)
föld,noun,land,part of Earth that is not covered by oceans or other bodies of water
szárazföld,noun,land,part of Earth that is not covered by oceans or other bodies of water
nyelv,noun,language,body of words used as a form of communication
nagy,adj,large,of greater size — see also big
későn,adv,late,past a designated time
nevetés,noun,laugh,expression of mirth peculiar to the human species
megtanul,verb,learn,to acquire knowledge or ability
elsajátít,verb,learn,to acquire knowledge or ability
hagy,verb,leave,"to cause to remain as available, not take away, refrain from depleting"
elhagy,verb,leave,"to cause to remain as available, not take away, refrain from depleting"
bal oldal,noun,left,the left side
láb,noun,leg,lower limb from groin to ankle
lecke,noun,lesson,section of learning or teaching
óra,noun,lesson,section of learning or teaching
tanóra,noun,lesson,section of learning or teaching
hagy,verb,let,allow
enged,verb,let,allow
betű,noun,letter,a symbol in an alphabet
könyvtár,noun,library,"institution which holds books, etc."
hazudik,verb,lie,tell an intentional untruth
fekszik,verb,lie,be in horizontal position
élet,noun,life,the state of being alive
világos,adj,light,having light
fényes,adj,light,having light
könnyű,adj,light,of low weight
szeret,verb,like,to enjoy
kedvel,verb,like,to enjoy
ínyére van,verb,like,to enjoy
oroszlán,noun,lion,big cat Panthera leo
hallgat,verb,listen,to pay attention to a sound
figyel,verb,listen,to pay attention to a sound
kicsi,adj,little,small in size
kis,adj,little,small in size
él,verb,live,be alive
helyi,adj,local,of a nearby location
néz,verb,look,to try to see
elveszít,verb,lose,cause (something) to cease to be in one's possession or capability
elhagy,verb,lose,cause (something) to cease to be in one's possession or capability
szeret,verb,love,have a strong affection for
ebéd,noun,lunch,meal around midday
gép,noun,machine,mechanical or electrical device
szerkezet,noun,machine,mechanical or electrical device
masina,noun,machine,mechanical or electrical device
folyóirat,noun,magazine,periodical
magazin,noun,magazine,periodical
fő,adj,main,"chief, most important, or principal in extent, etc."
készít,verb,make,to construct
csinál,verb,make,to construct
férfi,noun,man,adult male human
ember,noun,man,adult male human
térkép,noun,map,visual representation of an area
vásár,noun,market,gathering for trading
házas,adj,married,in a state of marriage; having a wife or a husband
egyezik,verb,match,intransitive: to agree; to be equal
megegyezik,verb,match,intransitive: to agree; to be equal
megfelel,verb,match,intransitive: to agree; to be equal
illik,verb,match,intransitive: to agree; to be equal
összeillik,verb,match,intransitive: to agree; to be equal
passzol,verb,match,intransitive: to agree; to be equal
talán,adv,maybe,indicating a lack of certainty
étkezés,noun,meal,food that is prepared and eaten
akar,verb,mean,to intend; plan on doing
tervez,verb,mean,to intend; plan on doing
szándékozik,verb,mean,to intend; plan on doing
szándékában áll,verb,mean,to intend; plan on doing
jelentés,noun,meaning,symbolic value of something
hús,noun,meat,animal flesh used as food
találkozik,verb,meet,to come face to face with by accident; to encounter
találkozás,noun,meeting,action noun of the verb to meet
tag,noun,member,one who officially belongs to a group
menü,noun,menu,details of the food to be served at a banquet
étlap,noun,menu,details of the food to be served at a banquet
üzenet,noun,message,"communication, concept or information conveyed"
mérőóra,noun,meter,measuring instrument
fogyasztásmérő (óra),noun,meter,measuring instrument
éjfél,noun,midnight,middle of the night
mérföld,noun,mile,measure of length
tej,noun,milk,liquid
perc,noun,minute,unit of time
eltéveszt,verb,miss,to fail to hit
elhibáz,verb,miss,to fail to hit
elvét,verb,miss,to fail to hit
mellémegy,verb,miss,to fail to hit
hiba,noun,mistake,an error
manöken,noun,model,person
modell,noun,model,person
modern,adj,modern,pertaining to the current time and style
pillanat,noun,moment,very brief period of time
pénz,noun,money,means of exchange and measure of value
fizetőeszköz,noun,money,means of exchange and measure of value
hónap,noun,month,period into which a year is divided
hajnal,noun,morning,part of the day between dawn and midday
reggel,noun,morning,part of the day between dawn and midday
délelőtt,noun,morning,part of the day between dawn and midday
anya,noun,mother,"female (human) who parents a child, gives birth to a baby, or is pregnant"
