word,part_of_speech,english_word,sense
botol,noun,bottle,container
kotak,noun,box,cuboid space; container
anak laki-laki,noun,boy,young male
anak lelaki,noun,boy,young male
pria,noun,boy,"male of any age, used as a friendly diminutive"
laki-laki,noun,boy,"male of any age, used as a friendly diminutive"
roti,noun,bread,baked dough made from cereals
sarapan,noun,breakfast,first meal of the day
bawa,verb,bring,to transport toward somebody/somewhere
membawa,verb,bring,to transport toward somebody/somewhere
saudara,noun,brother,male sibling
kakak laki-laki m* Indonesian: saudara,noun,brother,male sibling
kakak laki-laki,noun,brother,male sibling
abang,noun,brother,male sibling
adik laki-laki,noun,brother,male sibling
saudara,noun,brother,male having parents in common
bruder (christian),noun,brother,male fellow member of a religious community
saudara,noun,brother,peer
cokelat,noun,brown,colour
membangun,verb,build,(transitive) to form by combining materials or parts
mendirikan,verb,build,(transitive) to form by combining materials or parts
pembangunan,noun,building,act or process of building
konstruksi,noun,building,act or process of building
bangunan,noun,building,closed structure with walls and a roof
gedung,noun,building,closed structure with walls and a roof
bus,noun,bus,vehicle
bis,noun,bus,vehicle
otobis,noun,bus,vehicle
mentega,noun,butter,soft foodstuff made from milk
membeli,verb,buy,to obtain something with money
kue,noun,cake,type of sweet dessert
telepon,noun,call,telephone conversation
kamera,noun,camera,still camera
tustel,noun,camera,still camera
kamera video,noun,camera,movie camera
boleh,verb,can,to be able to; to know how to
bisa,verb,can,to be able to; to know how to
mobil,noun,car,"automobile, a vehicle steered by a driver"
otomobil,noun,car,"automobile, a vehicle steered by a driver"
oto,noun,car,"automobile, a vehicle steered by a driver"
kartu,noun,card,"flat, normally rectangular piece of stiff paper, plastic etc."
karier,noun,career,one's calling in life; a person's occupation
wortel,noun,carrot,Daucus carota ssp. sativus
kucing,noun,cat,domestic species
kucing,noun,cat,member of the family Felidae
sen,noun,cent,subunit of currency in US and elsewhere
sen,noun,cent,one-hundredth of a euro
pusat,noun,center,point equidistant from all points on the perimeter of a circle
tengah,noun,center,middle portion of something
pusat,noun,center,point on a line midway between the ends
pusat,noun,center,place where a function or activity occurs
kursi,noun,chair,furniture
perubahan,noun,change,the process of becoming different
pergantian,noun,change,the process of becoming different
pertukaran,noun,change,the process of becoming different
uang kembalian,noun,change,balance returned after a purchase
tangga lagu,noun,chart,"ranked listing of competitors, as of recorded music"
murah,adj,cheap,low and/or reduced in price
murahan,adj,cheap,of poor quality
periksa,verb,check,"to inspect, examine"
centang,verb,check,to mark with a checkmark
kendali,verb,check,"to control, limit, or halt"
kontrol,verb,check,"to control, limit, or halt"
keju,noun,cheese,dairy product
ayam,noun,chicken,bird
manuk,noun,chicken,bird
ayam,noun,chicken,meat
pengecut,noun,chicken,coward
penakut,noun,chicken,coward
anak,noun,child,son or daughter; someone's child
kanak,noun,child,son or daughter; someone's child
cokelat,noun,chocolate,food made from ground roasted cocoa beans
coklat,noun,chocolate,food made from ground roasted cocoa beans
memilih,verb,choose,to pick
pilih,verb,choose,to pick
memilih,verb,choose,to elect
pilih,verb,choose,to elect
kota,noun,city,large settlement
kelas,noun,class,"group, collection, category or set sharing characteristics or attributes"
kelas,noun,class,"social grouping, based on job, wealth, etc."
kelas,noun,class,group of students in a regularly scheduled meeting with a teacher
kelas,noun,class,"category of seats in an airplane, train or other means of mass transportation"
ruang kelas,noun,classroom,room in a school
mendaki,verb,climb,"to ascend, to go up"
memanjat,verb,climb,"to ascend, to go up"
memanjat,verb,climb,"to mount, to move upwards on"
jam,noun,clock,instrument to measure or keep track of time
lonceng,noun,clock,instrument to measure or keep track of time
menutup,verb,close,obstruct (an opening)
tutup,verb,close,move (a door)
tutup,verb,close,put an end to
pakaian,noun,clothes,apparel
klub,noun,club,association of members
klab,noun,club,association of members
mantel,noun,coat,outer garment covering the upper torso and arms
kopi,noun,coffee,beverage
biji kopi,noun,coffee,beans
pilek,noun,cold,illness
kampus,noun,college,academic institution
warna,noun,color,spectral composition of visible light
pataka,noun,color,standard or banner (colors)
datang,verb,come,to move nearer
mendatangi,verb,come,to move nearer
mendatang,verb,come,to move nearer
mendatangkan,verb,come,to move nearer
umum,adj,common,ordinary
perusahaan,noun,company,"in legal context, a corporation"
firma,noun,company,"in legal context, a corporation"
syarikat,noun,company,"in legal context, a corporation"
besuk,noun,company,social visitors
kompi,noun,company,military unit
bandingkan,verb,compare,to assess the similarities between two things or between one thing and another
menyelesaikan,verb,complete,to finish
merampungkan,verb,complete,to finish
menyelesaikan,verb,complete,to make whole or entire
merampungkan,verb,complete,to make whole or entire
komputer,noun,computer,programmable electronic device
konser,noun,concert,a musical entertainment in which several voices or instruments take part
percakapan,noun,conversation,expression and exchange of individual ideas through talking with other people
masak,verb,cook,to prepare food for eating
sejuk,adj,cool,having a slightly low temperature
keren,adj,cool,"colloquial: being considered as ""popular"" by others"
keren,adj,cool,"colloquial: all right, acceptable"
menghabiskan biaya,verb,cost,"to incur a charge, a price"
bangsa,noun,country,region of land
negara,noun,country,nation state
bangsa,noun,country,nation state
kursus,noun,course,education: learning program
program studi,noun,course,education: learning program
sepupu,noun,cousin,child of a person’s parent’s brother or sister
sapi,noun,cow,female domesticated ox or other bovine
lembu,noun,cow,any domestic bovine regardless of sex or age
krim,noun,cream,oily part of milk
rum,noun,cream,oily part of milk
krem,noun,cream,colour
krim,noun,cream,product to apply to the skin
menciptakan,verb,create,to put into existence
budaya,noun,culture,"arts, customs and habits"
cangkir,noun,cup,drinking vessel
pelanggan,noun,customer,one who purchases or receives a product or service
potong,verb,cut,to perform an incision
memotong,verb,cut,to perform an incision
menari,verb,dance,move rhythmically to music
penari,noun,dancer,person who dances
berbahaya,adj,dangerous,full of danger
bahaya,adj,dangerous,full of danger
membahayakan,adj,dangerous,"causing danger, ready to do harm or injury"
gelap,adj,dark,having an absolute or relative lack of light
gelap,adj,dark,"not bright or light, deeper in hue"
tanggal,noun,date,"that which specifies the time of writing, inscription etc."
tarikh,noun,date,"that which specifies the time of writing, inscription etc."
tanggal,noun,date,point of time at which a transaction or event takes place
kencan,noun,date,pre-arranged social meeting
kurma,noun,date,fruit of the date palm
putri,noun,daughter,female offspring
anak perempuan,noun,daughter,female offspring
hari,noun,day,period between sunrise and sunset
hari,noun,day,period of 24 hours
hari,noun,day,period from midnight to the following midnight
hari,noun,day,rotational period of a planet
hari,noun,day,"part of a day period which one spends at one's job, school, etc."
lezat,adj,delicious,pleasing to taste
sedap,adj,delicious,pleasing to taste
enak,adj,delicious,pleasing to taste
deskripsi,noun,description,account in words
rinci,noun,detail,part small enough to escape casual notice
dialog,noun,dialogue,conversation or other discourse between individuals
percakapan,noun,dialogue,conversation or other discourse between individuals
kamus,noun,dictionary,publication that explains the meanings of an ordered list of words
bausastra,noun,dictionary,publication that explains the meanings of an ordered list of words
logat,noun,dictionary,publication that explains the meanings of an ordered list of words
mati,verb,die,to stop living
meninggal,verb,die,to stop living
mati,verb,die,to break down
perbedaan,noun,difference,quality of being different
perbedaan,noun,difference,characteristic of something that makes it different from something else
selisih,noun,difference,arithmetic: result of a subtraction
beda,adj,different,not the same
sukar,adj,difficult,"hard, not easy"
susah,adj,difficult,"hard, not easy"
sulit,adj,difficult,"hard, not easy"
kotor,adj,dirty,covered with or containing dirt
piring,noun,dish,vessel for holding/serving food
pinggan,noun,dish,vessel for holding/serving food
masakan,noun,dish,specific type of food
parabola,noun,dish,type of antenna
buat,verb,do,"perform, execute"
laku,verb,do,"perform, execute"
melakukan,verb,do,"perform, execute"
doktor,noun,doctor,person who has attained a doctorate
anjing,noun,dog,animal
asu,noun,dog,animal
anjing jantan,noun,dog,male canine
anjing,noun,dog,morally reprehensible person — see also scoundrel
bajingan,noun,dog,morally reprehensible person — see also scoundrel
bangsat,noun,dog,morally reprehensible person — see also scoundrel
dolar,noun,dollar,designation for specific currency
pintu,noun,door,"portal of entry into a building, room or vehicle"
lantai bawah,adv,downstairs,downstairs (adverb)
lukis,verb,draw,to produce a picture
tarik,verb,draw,"to pull out, unsheath"
hunus,verb,draw,"to pull out, unsheath"
tarik,verb,draw,to rely on
undi,verb,draw,to rely on
minum,verb,drink,consume liquid through the mouth
mengemudi,verb,drive,to operate (a wheeled motorized vehicle)
mengemudikan,verb,drive,to operate (a wheeled motorized vehicle)
sopir,noun,driver,"person who drives a motorized vehicle, such as a car or a bus"
masing-masing,adv,each,individually
bulir,noun,ear,fruiting body of a grain plant
telinga,noun,ear,organ of hearing
kuping,noun,ear,organ of hearing
mudah,adj,easy,requiring little skill or effort
gampang,adj,easy,requiring little skill or effort
gampangan,adj,easy,consenting readily to sex
makan,verb,eat,"to ingest — see also consume, ingest"
santap,verb,eat,eat a meal
telur,noun,egg,"approximately spherical or ellipsoidal body produced by birds, insects, reptiles, and other animals, housing the embryo within a membrane or shell during its development"
telur,noun,egg,edible egg of a domestic fowl; the contents of such an egg or eggs used as food
gajah,noun,elephant,mammal
berakhirkan,verb,end,"intransitive: be finished, be terminated"
berakhir,verb,end,"intransitive: be finished, be terminated"
tamat,verb,end,"intransitive: be finished, be terminated"
selesai,verb,end,"intransitive: be finished, be terminated"
habis,verb,end,"intransitive: be finished, be terminated"
menikmati,verb,enjoy,to receive pleasure or satisfaction from something
cukup,adv,enough,sufficiently
euro,noun,euro,currency unit of the European Monetary Union
bahkan,adv,even,implying extreme example
petang,noun,evening,time of day between dusk and night
sore,noun,evening,time of day between dusk and night
petang,noun,evening,time of day between the approximate time of midwinter dusk and midnight
malam,noun,evening,time of day between the approximate time of midwinter dusk and midnight
kejadian,noun,event,occurrence
misal,noun,example,something representative of a group
contoh,noun,example,something representative of a group
misal,noun,example,something serving to explain or illustrate a rule
teladan,noun,example,something serving as a pattern of behaviour
mahal,adj,expensive,having a high price or cost
menjelaskan,verb,explain,to make intelligible
ekstra,adj,extra,"beyond what is due, usual"
ekstra,adj,extra,extraordinarily good
mata,noun,eye,organ
muka,noun,face,anatomy: front part of head
wajah,noun,face,anatomy: front part of head
paras,noun,face,anatomy: front part of head
rupa,noun,face,anatomy: front part of head
bacot,noun,face,slang: the mouth
salah,adj,false,"untrue, not factual, wrong"
buatan,adj,false,"spurious, artificial"
terkenal,adj,famous,well known
termahsyur,adj,famous,well known
fantastis,adj,fantastic,"wonderful, marvelous, excellent, extraordinarily good"
fantastis,adj,fantastic,existing in or constructed from fantasy
fantastis,adj,fantastic,"not believable, only possible in fantasy"
ladang,noun,farm,place where agricultural activities take place
perkebunan,noun,farm,place where agricultural activities take place
petani,noun,farmer,person who works the land and/or who keeps livestock
peternak,noun,farmer,person who works the land and/or who keeps livestock
gemuk,adj,fat,carrying a larger than normal amount of fat on one's body
bapa,noun,father,male parent
bapak,noun,father,male parent
ayah,noun,father,male parent
ayahanda,noun,father,male parent
bung,noun,father,term of address for an elderly man
bun,noun,father,term of address for an elderly man
merasa,verb,feel,transitive: to experience an emotion or other mental state about
berasa,verb,feel,transitive: to experience an emotion or other mental state about
perasaan,noun,feeling,sensation
festival,noun,festival,event or community gathering
pesta,noun,festival,event or community gathering
perayaan,noun,festival,event or community gathering
menemukan,verb,find,"encounter, locate, discover"
baik,adj,fine,"being acceptable, adequate, passable, or satisfactory"
halus,adj,fine,made up of particularly small pieces
lumat,adj,fine,made up of particularly small pieces
api,noun,fire,oxidation reaction
api,noun,fire,instance of this chemical reaction
kebakaran,noun,fire,damaging occurrence of fire
api,noun,fire,alchemy: one of the basic elements
tembakan,noun,fire,in-flight bullets
ikan,noun,fish,vertebrate animal
lantai,noun,floor,bottom part of a room
bunga,noun,flower,reproductive structure in angiosperms
kembang,noun,flower,reproductive structure in angiosperms
puspa,noun,flower,reproductive structure in angiosperms
terbang,verb,fly,to travel through air
makanan,noun,food,any substance consumed by living organisms to sustain life
pangan,noun,food,any substance consumed by living organisms to sustain life
kaki,noun,foot,part of human body
kaki,noun,foot,part of animal’s body
kaki,noun,foot,unit of measure
sepak bola,noun,football,association football
bola sepak,noun,football,ball
lupa,verb,forget,to lose remembrance of
bebas,adj,free,not imprisoned
bebas,adj,free,without
tanpa,adj,free,without
teman,noun,friend,person whose company one enjoys
sahabat,noun,friend,person whose company one enjoys
kawan,noun,friend,person whose company one enjoys
sobat,noun,friend,person whose company one enjoys
rekan,noun,friend,person whose company one enjoys
pacar,noun,friend,boyfriend or girlfriend
kekasih,noun,friend,boyfriend or girlfriend
ramah,adj,friendly,"approachable, warm"
buah,noun,fruit,part of plant
buah,noun,fruit,food
penuh,adj,full,containing the maximum possible amount
lengkap,adj,full,complete
menyeluruh,adj,full,"total, entire"
kenyang,adj,full,"satisfied, in relation to eating"
lucu,adj,funny,amusing; comical
aneh,adj,funny,strange; unusual
masa depan,noun,future,the time ahead
permainan,noun,game,"playful activity that may be unstructured, amusement, pastime"
taman,noun,garden,piece of land outside with flowers and plants
kebun,noun,garden,piece of land outside with flowers and plants
taman,noun,garden,gardens with public access
geografi,noun,geography,study of physical structure and inhabitants of the Earth
anak perempuan,noun,girl,young female person
gadis,noun,girl,young female person
pacar,noun,girlfriend,a female partner in a romantic relationship
teman perempuan,noun,girlfriend,a female friend
beri,verb,give,transfer the possession of something to someone else
memberi,verb,give,transfer the possession of something to someone else
memberikan,verb,give,transfer the possession of something to someone else
kaca,noun,glass,substance
gelas,noun,glass,drinking vessel
pergi,verb,go,to move through space (especially from one place to another)
menjadi,verb,go,to become
lenyap,verb,go,to disappear
menghilang,verb,go,to disappear
baik,adj,good,acting in the interest of good; ethical good intentions
bagus,adj,good,useful for a particular purpose
kakek,noun,grandfather,grandfather (from either side)
engkong,noun,grandfather,grandfather (from either side)
nenek,noun,grandmother,mother of someone's parent
kakek,noun,grandparent,parent of one's parent
nenek,noun,grandparent,parent of one's parent
abu-abu,noun,gray,colour
gray,noun,gray,SI unit of absorbed radiation
besar,adj,great,"very big, large scale"
hijau,noun,green,colour
kelompok,noun,group,number of things or persons being in some relation to each other
grup,noun,group,number of things or persons being in some relation to each other
grup,noun,group,in group theory
grup,noun,group,people who perform music together
gugus,noun,group,small number of galaxies
kelompok,noun,group,subset of a culture or of a society
tebakan,noun,guess,prediction about the outcome of something
gitar,noun,guitar,musical instrument
bulu,noun,hair,pigmented filament of keratin on the skin of humans and other mammals
rambut,noun,hair,mass of such filaments on the human head
rambut,noun,hair,mass of such filaments growing from the skin of humans and animals
bulu,noun,hair,mass of such filaments growing from the skin of humans and animals
setengah,noun,half,one of two equal parts into which anything may be divided
separuh,noun,half,one of two equal parts into which anything may be divided
tangan,noun,hand,part of the fore limb
yad,noun,hand,part of the fore limb
terjadi,verb,happen,to occur
senang,adj,happy,"contented, joyous"
untung,adj,happy,"fortunate, lucky"
mujur,adj,happy,"fortunate, lucky"
topi,noun,hat,a head covering
benci,verb,hate,to dislike intensely
membenci,verb,hate,to dislike intensely
punya,verb,have,to possess
kepala,noun,head,part of the body
hulu,noun,head,part of the body
kepala,noun,head,"leader, chief, mastermind"
pemimpin,noun,head,"leader, chief, mastermind"
kesehatan,noun,health,"state of being free of physical or psychological disease, illness, or malfunction"
dengar,verb,hear,to perceive with the ear
dengar,verb,hear,to perceive sounds through the ear
bantuan,noun,help,action given to provide assistance
pertolongan,noun,help,action given to provide assistance
pembantu,noun,help,person or persons who provides assistance with some task
penolong,noun,help,person or persons who provides assistance with some task
pembantu,noun,help,person employed to help in the maintenance of a house
pertolongan,noun,help,textual support of a software application
sini,adv,here,"in, on, or at this place"
tinggi,adj,high,elevated; tall
sejarah,noun,history,aggregate of past events
histori,noun,history,aggregate of past events
sejarah,noun,history,branch of knowledge that studies the past
riwayat,noun,history,medicine: list of past and continuing medical conditions
hobi,noun,hobby,activity done for enjoyment in spare time
pekerjaan rumah,noun,homework,work that is done at home
harap,verb,hope,"to want something to happen, with expectation that it might"
berharap,verb,hope,"to want something to happen, with expectation that it might"
kuda,noun,horse,members of the species Equus ferus
kuda,noun,horse,knight in chess — see also knight
rumah sakit,noun,hospital,large medical facility
panas,adj,hot,having a high temperature
panas,adj,hot,of the weather
pedas,adj,hot,spicy
seksi,adj,hot,slang: physically very attractive
hotel,noun,hotel,establishment providing accommodation
jam,noun,hour,time period of sixty minutes
rumah,noun,house,human abode
balai,noun,house,archetypal structure of a human abode
kandang,noun,house,home for animal
bilik,noun,house,debating chamber for government politicians
kamar,noun,house,debating chamber for government politicians
dewan,noun,house,debating chamber for government politicians
majelis,noun,house,debating chamber for government politicians
wangsa,noun,house,"dynasty, familiar descendance"
trah,noun,house,"dynasty, familiar descendance"
seberapa,adv,how,to what degree
bagaimana,adv,how,in what manner
bagaimana,adv,how,in what state
betapa,adv,how,"used as a modifier to indicate surprise, delight, or other strong feelings"
lapar,adj,hungry,affected by hunger; desirous of food
suami,noun,husband,male partner in marriage
es,noun,ice,water in frozen form
air beku,noun,ice,water in frozen form
es kering,noun,ice,frozen volatile chemical
air beku kering,noun,ice,frozen volatile chemical
es krim,noun,ice,frozen dessert
metamfetamina,noun,ice,crystal methamphetamine
es krim,noun,ice cream,dessert
rumes,noun,ice cream,dessert
ide,noun,idea,an image of an object that is formed in the mind or recalled by the memory
bayangkan,verb,imagine,(transitive) to form a mental image of something
penting,adj,important,having relevant and crucial value
informasi,noun,information,communicable knowledge
maklumat,noun,information,communicable knowledge
tertarik,adj,interested,having or showing interest
menarik,adj,interesting,arousing or holding the attention
pulau,noun,island,area of land completely surrounded by water
nusa,noun,island,area of land completely surrounded by water
jaket,noun,jacket,piece of clothing worn on the upper body outside a shirt or blouse
jas,noun,jacket,piece of a person's suit
jins,noun,jeans,denim trousers
pekerjaan,noun,job,economic role for which a person is paid
sambung,verb,join,to combine more than one item into one; to put together
jus,noun,juice,liquid from a plant
jus,noun,juice,beverage made of juice
sari buah,noun,juice,beverage made of juice
getah,noun,juice,liquid resembling juice
simpan,verb,keep,to maintain possession of
memenuhi,verb,keep,to remain faithful to given word
membayar,verb,keep,to remain faithful to given word
dapur,noun,kitchen,room
tahu,verb,know,be justifiably certain or sure about (something true)
kenal,verb,know,be acquainted or familiar with
tahu,verb,know,have knowledge of
setubuh,verb,know,have sexual relations with
tanah,noun,land,part of Earth that is not covered by oceans or other bodies of water
bumi,noun,land,part of Earth that is not covered by oceans or other bodies of water
darat,noun,land,part of Earth that is not covered by oceans or other bodies of water
negara,noun,land,country or region
negeri,noun,land,country or region
bahasa,noun,language,body of words used as a form of communication
besar,adj,large,of greater size — see also big
tawa,noun,laugh,expression of mirth peculiar to the human species
belajar,verb,learn,to acquire knowledge or ability
belajar,verb,learn,to attend educational activity
belajar,verb,learn,to be studying
tinggal,verb,leave,"to cause to remain as available, not take away, refrain from depleting"
meninggalkan,verb,leave,"to cause to remain as available, not take away, refrain from depleting"
berangkat,verb,leave,to depart (intransitive)
sayap kiri,noun,left,the ensemble of left-wing political parties
tungkai,noun,leg,lower limb from groin to ankle
kaki,noun,leg,lower limb from groin to ankle
tungkai bawah,noun,leg,portion of the lower appendage from knee to ankle
kaki,noun,leg,supporting protrusion of an inanimate object
pelajaran,noun,lesson,section of learning or teaching
huruf,noun,letter,a symbol in an alphabet
surat,noun,letter,written message
perpustakaan,noun,library,"institution which holds books, etc."
bibliotek,noun,library,"institution which holds books, etc."
taman pustaka,noun,library,"institution which holds books, etc."
khizanatulkitab,noun,library,"institution which holds books, etc."
taman pustaka,noun,library,"institution which holds books, etc."
perpustakaan,noun,library,collection of books
pustaka,noun,library,collection of subprograms
pustaka,noun,library,collection of DNA material
bohong,verb,lie,tell an intentional untruth
berbohong,verb,lie,tell an intentional untruth
membohongi,verb,lie,tell an intentional untruth
dusta,verb,lie,tell an intentional untruth
berdusta,verb,lie,tell an intentional untruth
mendustai,verb,lie,tell an intentional untruth
berbaring,verb,lie,be in horizontal position
membaringkan,verb,lie,be in horizontal position
hidup,noun,life,the state of being alive
kehidupan,noun,life,the essence of the manifestation and the foundation of the being
kehidupan,noun,life,the subjective and inner manifestation of the individual
kehidupan,noun,life,"the world in general, existence"
kehidupan,noun,life,something inherently part of a person's existence
hidup,noun,life,duration
nyawa,noun,life,one of the player's chances to play
ringan,adj,light,of low weight
suka,verb,like,to enjoy
suka,verb,like,to find attractive
suka,verb,like,"to show support for, or approval of, something posted on the Internet by marking it with a vote"
baris,noun,line,"path through two or more points, threadlike mark"
garis,noun,line,"path through two or more points, threadlike mark"
singa,noun,lion,big cat Panthera leo
dengarkan,verb,listen,to pay attention to a sound
mendengarkan,verb,listen,to accept advice or obey instruction
kecil,adj,little,small in size
hidup,verb,live,be alive
tinggal,verb,live,have permanent residence
pandangi,verb,look,to try to see
hilang,verb,lose,cause (something) to cease to be in one's possession or capability
kalah,verb,lose,(transitive) fail to win
cinta,verb,love,have a strong affection for
bercinta,verb,love,(euphemistic): to have sex with
makan siang,noun,lunch,meal around midday
mesin,noun,machine,mechanical or electrical device
sawat,noun,machine,mechanical or electrical device
otomobil,noun,machine,"archaic: vehicle, automobile"
gapah,noun,machine,a person who is very proficient
majalah,noun,magazine,periodical
terutama,adj,main,"chief, most important, or principal in extent, etc."
paling penting,adj,main,"chief, most important, or principal in extent, etc."
pria,noun,man,adult male human
laki-laki,noun,man,adult male human
orang,noun,man,a human being
manusia,noun,man,a human being
insan,noun,man,a human being
peta,noun,map,visual representation of an area
map,noun,map,visual representation of an area
atlas,noun,map,visual representation of an area
pasar,noun,market,gathering for trading
pasar,noun,market,spacious site for trading
barangkali,adv,maybe,indicating a lack of certainty
makanan,noun,meal,food that is prepared and eaten
bermaksud,verb,mean,to intend; plan on doing
berarti,verb,mean,"to convey, indicate"
berarti,verb,mean,to signify
arti,noun,meaning,symbolic value of something
makna,noun,meaning,symbolic value of something
maksud,noun,meaning,symbolic value of something
daging,noun,meat,animal flesh used as food
bertemu,verb,meet,to come face to face with by accident; to encounter
menemui,verb,meet,to come face to face with by accident; to encounter
pertemuan,noun,meeting,gathering for a purpose
pertemuan,noun,meeting,encounter between people
anggota,noun,member,one who officially belongs to a group
pesan,noun,message,"communication, concept or information conveyed"
amanat,noun,message,underlying theme
meteran,noun,meter,measuring instrument
penghitung,noun,meter,measuring instrument
tengah malam,noun,midnight,12 o'clock at night exactly — see also twelve o'clock
mil,noun,mile,measure of length
susu,noun,milk,liquid
menit,noun,minute,unit of time
minit,noun,minute,unit of time
minuta,noun,minute,unit of time
